5;3;2.04441;-0.541401;1.29562;1.18886
5;3;2.04441;-0.541401;1.29562;1.18886
8;3;3.73761;-1.22356;0.854459;3.39007
8;3;3.73761;-1.22356;0.854459;3.39007
14;3;25.8713;-22.0596;13.0289;-3.56274
14;3;25.5525;-21.7877;12.8683;-3.51878
14;3;24.1379;-20.5811;12.1557;-3.3237
14;3;21.5287;-18.3548;10.842;-2.96449
14;3;21.5287;-18.3548;10.842;-2.96449
15;3;0.430236;-0.03674;0.306025;0.30017
28;3;284.997;-5.04515;0.00858423;-284.952
28;3;284.997;-5.04515;0.00858423;-284.952
28;3;7.20392;-1.47578;2.58226;-6.5422
28;3;7.20392;-1.47578;2.58226;-6.5422
31;3;2.74606;1.44142;1.44308;-1.76937
31;3;270.13;0.188677;0.353459;-270.129
38;3;166.339;-1.09137;3.48703;166.297
38;3;166.339;-1.09137;3.48703;166.297
39;3;11.0294;4.75509;9.91502;0.692453
39;3;11.4284;5.38453;10.0641;0.281873
41;3;27.7746;0.0859396;7.26941;-26.8016
41;3;31.1423;0.361055;7.99686;-30.0918
46;3;2.4456;-0.832988;0.186832;-2.23655
46;3;2.45287;-0.874483;0.168929;-2.2301
46;3;2.45287;-0.874483;0.168929;-2.2301
49;3;1.23043;0.221856;0.425294;1.01679
49;3;1.23043;0.221856;0.425294;1.01679
54;3;74.6149;0.172618;0.358861;-74.6122
54;3;74.6149;0.172618;0.358861;-74.6122
58;3;395.328;13.9162;15.1788;-394.791
58;3;389.316;13.6969;15.5101;-388.765
58;3;389.316;13.6969;15.5101;-388.765
58;3;20.3857;-0.99607;0.929081;20.334
61;3;154.78;-49.6333;6.65854;146.454
61;3;150.89;-48.3858;6.49113;142.773
61;3;145.365;-46.6139;6.25335;137.545
61;3;90.7387;-27.3015;4.43767;86.4187
61;3;79.973;-24.0744;3.90643;76.1616
61;3;79.973;-24.0744;3.90643;76.1616
64;3;251.895;-2.44554;0.0315665;251.883
64;3;289.573;-3.02463;0.208117;289.556
64;3;289.573;-3.02463;0.208117;289.556
71;3;5.26836;3.02161;0.322281;-4.27453
71;3;5.24724;2.96211;0.307641;-4.29125
71;3;5.24724;2.96211;0.307641;-4.29125
71;3;4.93622;-1.71818;2.40361;-3.9226
71;3;4.97669;-1.70367;2.4309;-3.96304
71;3;4.98598;-1.6881;2.43796;-3.97702
71;3;4.98598;-1.6881;2.43796;-3.97702
76;3;105.987;16.9641;19.4991;-102.786
76;3;110.032;18.5872;18.9531;-106.78
76;3;112.934;18.8775;17.7019;-109.928
76;3;114.152;18.9521;17.8316;-111.145
76;3;99.4823;16.5153;15.5425;-96.8615
76;3;62.6248;10.4794;11.0219;-60.7479
76;3;62.3427;10.4134;10.9595;-60.4798
76;3;65.5018;11.1257;11.5523;-63.5
76;3;65.5018;11.1257;11.5523;-63.5
77;3;8.70093;-0.620339;8.65692;-0.359502
77;3;8.70093;-0.620339;8.65692;-0.359502
79;3;180.983;12.9417;2.69634;180.499
79;3;78.6035;6.79066;1.26459;78.2978
79;3;78.6035;6.79066;1.26459;78.2978
88;3;651.607;-8.72881;37.5781;-650.463
88;3;621.77;-8.32898;35.8571;-620.679
88;3;543.122;-7.27519;31.3195;-542.169
89;3;2.40322;1.98077;1.07444;0.669021
89;3;2.41897;2.00295;1.07813;0.653658
89;3;2.25491;1.85837;1.00029;0.616853
89;3;2.25538;1.85868;1.00048;0.617312
89;3;2.0486;1.67442;0.903348;0.571882
89;3;2.04666;1.68958;0.868702;0.574016
89;3;2.04666;1.68958;0.868702;0.574016
97;3;139.291;-15.3184;7.9451;-138.217
97;3;140.46;-16.4819;8.84666;-139.208
97;3;128.328;-15.0567;8.08171;-127.185
97;3;130.984;-15.203;8.18609;-129.84
97;3;112.003;-12.9966;6.99552;-111.025
97;3;112.008;-12.9969;6.99578;-111.03
97;3;109.331;-12.6854;6.8277;-108.376
97;3;109.357;-12.9601;6.98403;-108.361
97;3;109.357;-12.9601;6.98403;-108.361
98;3;204.11;-20.5333;24.7538;201.559
99;3;42.5584;-2.48861;2.92852;42.3809
99;3;42.5584;-2.48861;2.92852;42.3809
101;3;329.242;-1.9728;4.96506;329.198
101;3;323.216;-1.96976;4.93084;323.172
101;3;311.045;-1.89559;4.74518;311.003
103;3;392.807;-0.232448;4.66406;-392.779
103;3;448.415;-0.293001;5.08008;-448.385
103;3;448.415;-0.293001;5.08008;-448.385
106;3;7.89123;1.84578;1.05277;-7.58329
110;3;90.8459;-19.5537;2.93421;-88.6666
110;3;80.6231;-17.3502;2.60293;-78.6894
110;3;74.9771;-16.1325;2.42195;-73.1792
110;3;74.9771;-16.1325;2.42195;-73.1792
111;3;1.37655;0.990539;0.0726927;0.811439
111;3;1.38277;0.99078;0.0747091;0.821478
111;3;1.38277;0.99078;0.0747091;0.821478
114;3;12.641;0.128042;0.16491;12.6294
114;3;12.641;0.128042;0.16491;12.6294
115;3;15.7971;0.823283;0.880657;-15.7431
115;3;15.798;0.872927;0.845867;-15.7433
115;3;25.6548;-3.50204;1.22625;25.3801
115;3;25.5763;-3.51042;1.23422;25.2993
115;3;25.4837;-3.50212;1.24017;25.2064
115;3;25.4931;-3.50344;1.2389;25.2159
115;3;25.4954;-3.55555;1.16381;25.2145
117;3;89.9551;0.464042;3.5261;-89.8834
117;3;89.8625;0.471477;3.52344;-89.7908
117;3;89.8535;0.473089;3.52305;-89.7818
117;3;89.7969;0.418399;3.56235;-89.7239
117;3;89.7969;0.418399;3.56235;-89.7239
121;3;13.5767;9.27535;0.245802;-9.89864
121;3;9.16802;6.24679;0.164134;-6.68978
121;3;9.16802;6.24679;0.164134;-6.68978
123;3;243.854;3.61892;37.3961;-240.942
123;3;186.969;6.37117;26.7906;-184.929
123;3;143.14;4.87079;20.5145;-141.578
123;3;143.14;4.87079;20.5145;-141.578
130;3;125.074;-1.45673;0.695602;-125.063
130;3;125.071;-1.49439;0.650796;-125.06
130;3;125.071;-1.49439;0.650796;-125.06
132;3;129.268;3.84045;1.41024;-129.203
135;3;16.5579;2.89105;5.29272;-15.4124
144;3;56.0941;-51.1919;10.0785;-20.594
144;3;55.4395;-50.5944;9.96091;-20.3537
147;3;8.03369;1.05884;0.498487;-7.93225
147;3;8.03369;1.05884;0.498487;-7.93225
147;3;20.6566;1.22794;0.403254;-20.61
147;3;16.6449;0.997145;0.327362;-16.6042
150;3;1664.9;-3.27608;1.13612;1664.9
150;3;1664.9;-3.27608;1.13612;1664.9
155;3;2.60186;0.0301361;1.11198;-2.19783
155;3;2.60186;0.0301361;1.11198;-2.19783
156;3;64.8414;14.5843;26.3374;57.4265
156;3;58.5896;13.1778;23.7992;51.8887
156;3;41.175;9.25663;16.7379;36.4594
156;3;41.175;9.25663;16.7379;36.4594
162;3;5.63053;-0.470176;3.11686;4.63865
162;3;5.63053;-0.470176;3.11686;4.63865
164;3;9.37402;-0.174504;3.05281;8.84716
164;3;9.54862;-0.149098;3.07686;9.02423
164;3;9.54862;-0.149098;3.07686;9.02423
168;3;1221.06;0.0864013;29.9717;-1220.69
168;3;1051.21;0.0760363;25.8021;-1050.9
168;3;1051.21;0.0760363;25.8021;-1050.9
170;3;35.205;-0.779142;2.70906;-35.0884
170;3;35.2211;-0.678879;2.75731;-35.1029
170;3;32.566;-0.624154;2.53605;-32.4572
170;3;32.6196;-0.621759;2.48239;-32.5152
170;3;32.6196;-0.621759;2.48239;-32.5152
173;3;320.284;15.0082;12.7172;319.679
173;3;304.401;14.2639;12.0865;303.826
173;3;269.21;12.5447;11.8503;268.655
173;3;67.8906;3.69725;3.22211;67.7114
173;3;67.8906;3.69725;3.22211;67.7114
183;3;205.231;7.60893;39.7397;201.203
183;3;130.113;8.10264;27.7119;126.868
183;3;165.704;4.4184;0.483329;-165.644
183;3;165.704;4.4184;0.483329;-165.644
191;3;539.945;-1.02912;1.54866;-539.941
195;3;2.00553;-0.511043;0.0766052;-1.87219
195;3;2.0084;-0.511602;0.0779495;-1.87507
196;3;113.084;0.618901;4.8911;112.975
196;3;149.89;1.05287;5.56733;149.782
196;3;149.89;1.05287;5.56733;149.782
199;3;2.31153;-0.300313;1.10486;-1.9448
199;3;1.93797;-0.224892;0.949084;-1.59825
199;3;1.93797;-0.224892;0.949084;-1.59825
201;3;10.3301;-1.98954;7.45869;6.84619
201;3;10.3244;-1.99276;7.45516;6.84047
201;3;10.3487;-2.00611;7.47067;6.85638
201;3;10.3487;-2.00611;7.47067;6.85638
204;3;41.3674;-1.6285;0.704704;41.3293
209;3;13.7401;-0.849418;1.28713;-13.6441
209;3;13.7499;-1.14372;1.25578;-13.6354
209;3;13.7499;-1.14372;1.25578;-13.6354
222;3;7.19955;-0.70965;0.78897;-7.12092
228;3;17.7091;0.499613;1.99676;17.582
228;3;17.706;0.392587;1.97122;17.5844
228;3;29.7175;0.64895;3.11825;29.5383
228;3;38.8094;0.806617;4.32524;38.5472
228;3;38.8094;0.806617;4.32524;38.5472
232;3;19.1755;-4.92471;1.58656;18.4575
233;3;4.72327;-2.95752;0.0513463;3.4727
233;3;4.72327;-2.95752;0.0513463;3.4727
242;3;63.4763;38.1846;16.3543;47.9944
242;3;62.2115;37.4236;16.0284;47.0381
242;3;61.4067;36.9394;15.821;46.4297
242;3;40.845;23.7444;9.97745;31.6973
242;3;28.3116;17.4017;6.30058;21.4191
242;3;28.3116;17.4017;6.30058;21.4191
245;3;6.51054;-1.60904;0.816666;6.23548
245;3;6.50915;-1.60897;0.816724;6.23404
248;3;11.1457;3.00307;6.11478;8.80722
248;3;11.314;2.98126;6.22044;8.95398
248;3;10.8722;3.01461;6.0347;8.51173
248;3;10.2704;2.84572;5.70013;8.04002
248;3;9.62105;2.66317;5.33853;7.53141
248;3;9.47686;2.6246;5.28338;7.39988
248;3;9.47686;2.6246;5.28338;7.39988
248;3;4.30076;-1.60063;0.0323196;-3.96024
248;3;4.30076;-1.60063;0.0323196;-3.96024
267;3;2.09917;-1.34222;0.315008;1.30734
267;3;2.09917;-1.34222;0.315008;1.30734
271;3;2.16769;0.58757;1.55084;1.30327
272;3;39.9843;-18.2116;27.2523;-22.8943
